system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2168292723,https://doi.org/10.1101/gr.6743907,MAKER: An easy-to-use annotation pipeline designed for emerging model organism genomes,Cold Spring Harbor Laboratory Press,2007,article,Genome Research,Brandi L. Cantarel; Ian Korf; Sofia Robb; Genı́s Parra; Eric Ross; Barry Moore; Carson Holt; Alejandro Sánchez Alvarado; Mark Yandell,"University of Utah; University of California, Davis; Howard Hughes Medical Institute",40,2136.0,null/unknown,null/unknown,Planarian Biology and Electrostimulation,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1996700726,https://doi.org/10.1093/nar/gkl200,AUGUSTUS: ab initio prediction of alternative transcripts,Oxford University Press,2006,article,Nucleic Acids Research,Mario Stanke; O. Keller; Irfan Gunduz; Ashley Hayes; Stephan Waack; Burkhard Morgenstern,Universitätsmedizin Göttingen; University of Göttingen,26,2951.0,3.1349,0.91400539,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,DE,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2160053034,https://doi.org/10.1093/nar/26.4.1107,GeneMark.hmm: new solutions for gene finding,Oxford University Press,1998,article,Nucleic Acids Research,Alex Lukashin,Georgia Institute of Technology,30,1550.0,11.9373,0.9913227,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2008856488,https://doi.org/10.1101/gr.1224503,OrthoMCL: Identification of Ortholog Groups for Eukaryotic Genomes,Cold Spring Harbor Laboratory Press,2003,article,Genome Research,Li Li; Christian J. Stoeckert; David S. Roos,"Institut thématique Génétique, génomique et bioinformatique; University of Pennsylvania",38,6124.0,null/unknown,null/unknown,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,FR; US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2988396470,https://doi.org/10.1186/s13059-019-1832-y,OrthoFinder: phylogenetic orthology inference for comparative genomics,BioMed Central,2019,article,Genome biology,David Emms; Steven Kelly,University of Oxford,47,7688.0,204.8712,0.99995738,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2784788330,https://doi.org/10.1371/journal.pcbi.1005944,MUMmer4: A fast and versatile genome alignment system,Public Library of Science,2018,article,PLoS Computational Biology,Guillaume Marçais; Arthur L. Delcher; Adam M. Phillippy; Rachel Coston; Steven L. Salzberg; Aleksey V. Zimin,"University of Maryland, College Park; Carnegie Mellon University; Johns Hopkins University; Johns Hopkins Medicine; National Human Genome Research Institute",25,2705.0,66.0656,0.9996055,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2950150251,https://doi.org/10.1186/s13059-016-0997-x,Mash: fast genome and metagenome distance estimation using MinHash,BioMed Central,2016,article,Genome biology,Brian Ondov; Todd J. Treangen; Páll Melsted; Adam B. Mallonee; Nicholas H. Bergman; Sergey Koren; Adam M. Phillippy,University of Iceland; National Human Genome Research Institute; National Institutes of Health,59,3480.0,88.2512,0.99975837,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,IS; US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2122673596,https://doi.org/10.1093/bioinformatics/btv421,Roary: rapid large-scale prokaryote pan genome analysis,Oxford University Press,2015,article,Bioinformatics,Andrew J. Page; Carla Cummins; Martin Hunt; Vanessa Wong; Sandra Reuter; Matthew T. G. Holden; María Fookes; Daniel Falush; Jacqueline A. Keane; Julian Parkhill,Wellcome Sanger Institute; University of Cambridge; University of St Andrews; Swansea University,11,5787.0,71.9735,0.99968604,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2551069776,https://doi.org/10.1038/ncomms13390,The pangenome of an agronomically important crop plant Brassica oleracea,Nature,2016,article,Nature Communications,Agnieszka A. Golicz; Philipp E. Bayer; Guy C. Barker; Patrick P. Edger; Hye Ran Kim; Paula Andrea Martinez; Chon‐Kit Kenneth Chan; Anita A. Severn‐Ellis; W. Richard McCombie; Isobel A. P. Parkin; Andrew H. Paterson; J. Chris Pires; Andrew Sharpe; Haibao Tang; Graham R. Teakle; Christopher D. Town; Jacqueline Batley; David Edwards,The University of Queensland; Agriculture and Food; The University of Western Australia; University of Warwick; Michigan State University; Korea Research Institute of Bioscience and Biotechnology; Cold Spring Harbor Laboratory; Agriculture and Agri-Food Canada; University of Georgia; University of Missouri; Saskatchewan Research Council (Canada); Plant Biotechnology Institute; National Research Council Canada; Fujian Agriculture and Forestry University; J. Craig Venter Institute,72,561.0,57.3461,0.99905858,Chromosomal and Genetic Variations,Plant Science,Agricultural and Biological Sciences,Life Sciences,True,gold,journal,False,English,AU; GB; US; KR; CA; CN,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4221127206,https://doi.org/10.1038/s41467-022-28605-0,A cattle graph genome incorporating global breed diversity,Nature,2022,article,Nature Communications,Andrea Talenti; Jessica Powell; Johanneke D. Hemmink; Elizabeth A. J. Cook; David Wragg; S. Jayaraman; Edith Paxton; Chukwunonso Ezeasor; Emmanuel Obishakin; Ebere Roseann Agusi; Abdulfatai Tijjani; Wilson Amanyire; Dennis Muhanguzi; K. Marshall; Andressa Fisch; Beatriz Rossetti Ferreira; A. Qasim; Umer Chaudhry; P. Wiener; Phil Toye; L. J. Morrison; Timothy Connelley; James Prendergast,"Roslin Institute; University of Edinburgh; International Livestock Research Institute; University of Nigeria; Ghent University Global Campus; National Veterinary Research Institute; Southern Nations, Nationalities, and Peoples' Region; Makerere University; Universidade de Ribeirão Preto; Universidade de São Paulo; Gomal University",74,136.0,32.0671,0.99810175,Genetic and phenotypic traits in livestock,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,GB; KE; NG; KR; ET; UG; BR; PK,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3097983876,https://doi.org/10.1101/2020.11.11.378133,Pangenome-based genome inference,Cold Spring Harbor Laboratory,2020,preprint,bioRxiv (Cold Spring Harbor Laboratory),Jana Ebler; Wayne E. Clarke; Tobias Rausch; Peter A. Audano; Torsten Houwaart; Jan O. Korbel; Evan E. Eichler; Michael C. Zody; Alexander Dilthey; Tobias Marschall,Heinrich Heine University Düsseldorf; New York Genome Center; European Molecular Biology Laboratory; University of Washington; Howard Hughes Medical Institute,54,24.0,null/unknown,null/unknown,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,repository,False,English,DE; US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4224278121,https://doi.org/10.1038/s41586-022-04601-8,The Human Pangenome Project: a global resource to map genomic diversity,Nature,2022,review,Nature,Ting Wang; Lucinda Antonacci-Fulton; Kerstin Howe; Heather A. Lawson; Julian Lucas; Adam M. Phillippy; Alice B. Popejoy; Mobin Asri; Caryn Carson; Mark Chaisson; Xian Chang; Robert Cook‐Deegan; Adam L. Felsenfeld; Robert S. Fulton; Erik Garrison; Nanibaa' A. Garrison; Tina A. Graves-Lindsay; Hanlee P. Ji; Eimear E. Kenny; Barbara A. Koenig; Daofeng Li; Tobias Marschall; Joshua F. McMichael; Adam M. Novak; Deepak Purushotham; Valérie Schneider; Baergen I. Schultz; Michael W. Smith; Heidi J. Sofia; Tsachy Weissman; Paul Flicek; Heng Li; Karen H. Miga; Benedict Paten; Erich D. Jarvis; Ira M. Hall; Evan E. Eichler; David Haussler,"James S. McDonnell Foundation; Washington University in St. Louis; Living Systems (United States); Wellcome Sanger Institute; University of California, Santa Cruz; National Human Genome Research Institute; University of California, Davis; University of Southern California; Washington Center; Arizona State University; National Institutes of Health; University of Tennessee Health Science Center; University of California, Los Angeles; Stanford University; Genomic Health (United States); Icahn School of Medicine at Mount Sinai; University of California, San Francisco; Heinrich Heine University Düsseldorf; National Center for Biotechnology Information; European Bioinformatics Institute; Bioinformatics Institute; Harvard University; Dana-Farber Cancer Institute; Dana-Farber/Harvard Cancer Center; Howard Hughes Medical Institute; Rockefeller University; Yale University; University of Washington",101,552.0,102.7175,0.9998429,Genomics and Rare Diseases,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; GB; DE; RU,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4376133202,https://doi.org/10.1038/s41586-023-05896-x,A draft human pangenome reference,Nature,2023,article,Nature,Wen‐Wei Liao; Mobin Asri; Jana Ebler; Daniel Doerr; Marina Haukness; Glenn Hickey; Shuangjia Lu; Julian Lucas; Jean Monlong; Haley Abel; Silvia Buonaiuto; Xian Chang; Haoyu Cheng; Justin Chu; Vincenza Colonna; Jordan M. Eizenga; Xiaowen Feng; Christian Fischer; Robert S. Fulton; Shilpa Garg; Cristian Groza; Andrea Guarracino; William T. Harvey; Simon Heumos; Kerstin Howe; Miten Jain; Tsung-Yu Lu; Charles Markello; Fergal J. Martin; Matthew W. Mitchell; Katherine M. Munson; Moses Njagi Mwaniki; Adam M. Novak; Hugh E. Olsen; Trevor Pesout; David Porubský; Pjotr Prins; Jonas A. Sibbesen; Jouni Sirén; Chad Tomlinson; Flavia Villani; Mitchell R. Vollger; Lucinda Antonacci-Fulton; Gunjan Baid; Carl Baker; Anastasiya Belyaeva; Konstantinos Billis; Andrew Carroll; Pi-Chuan Chang; Sarah Cody; Daniel E. Cook; Robert Cook‐Deegan; Omar E. Cornejo; Mark Diekhans; Peter Ebert; Susan Fairley; Olivier Fédrigo; Adam L. Felsenfeld; Giulio Formenti; Adam Frankish; Yan Gao; Nanibaa' A. Garrison; Carlos García Girón; Richard E. Green; Leanne Haggerty; Kendra Hoekzema; Thibaut Hourlier; Hanlee P. Ji; Eimear E. Kenny; Barbara A. Koenig; Alexey Kolesnikov; Jan O. Korbel; Jennifer Kordosky; Sergey Koren; HoJoon Lee; Alexandra P. Lewis; Hugo Magalhães; Santiago Marco‐Sola; Pierre Marijon; Ann M. Mc Cartney; Jennifer McDaniel; Jacquelyn Mountcastle; Maria Nattestad; Sergey Nurk; Nathan D. Olson; Alice B. Popejoy; Daniela Puiu; Mikko Rautiainen; Allison Regier; Arang Rhie; Samuel Sacco; Ashley D. Sanders; Valérie Schneider; Baergen I. Schultz; Kishwar Shafin; Michael W. Smith; Heidi J. Sofia; Ahmad Abou Tayoun; Françoise Thibaud‐Nissen; Francesca Floriana Tricomi,"Washington University in St. Louis; Yale University; Genomic Health (United States); University of California, Santa Cruz; Heinrich Heine University Düsseldorf; Institute of Genetics and Biophysics; National Research Council; Harvard University; Dana-Farber Cancer Institute; University of Tennessee Health Science Center; James S. McDonnell Foundation; Novo Nordisk Foundation; Technical University of Denmark; McGill University; Human Technopole; University of Washington; University of Tübingen; Wellcome Sanger Institute; Northeastern University; University of Southern California; European Bioinformatics Institute; Coriell Institute For Medical Research; University of Pisa; University of Copenhagen; University of Washington Medical Center; Google (United States); Washington Center; Arizona State University; Rockefeller University; National Institutes of Health; National Human Genome Research Institute; Children's Hospital of Philadelphia; University of California, Los Angeles; Dovetail Genomics (United States); Stanford University; Icahn School of Medicine at Mount Sinai; University of California, San Francisco; European Molecular Biology Laboratory; Universitat Autònoma de Barcelona; Barcelona Supercomputing Center; Universitat Politècnica de Catalunya; National Institute of Standards and Technology; Material Measurement Laboratory; University of California, Davis; Johns Hopkins University; Max Delbrück Center; National Center for Biotechnology Information; Al Jalila Foundation; Mohammed Bin Rashid University of Medicine and Health Sciences",149,1090.0,160.7831,1.0,Genetic Neurodegenerative Diseases,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences,True,hybrid,journal,False,English,US; DE; IT; DK; CA; GB; ES; AE,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2167406239,https://doi.org/10.1126/science.1251385,Comparative genomics reveals insights into avian genome evolution and adaptation,American Association for the Advancement of Science,2014,article,Science,Guojie Zhang; Cai Li; Qiye Li; Bo Li; Denis M. Larkin; Chul Lee; Jay F. Storz; Agostinho Antunes; Matthew J. Greenwold; Robert W. Meredith; Anders Ödeen; Jie Cui; Qi Zhou; Luohao Xu; Hailin Pan; Zongji Wang; Lijun Jin; Pei Zhang; Haofu Hu; Wei Yang; Jiang Hu; Jin Xiao; Zhikai Yang; Yang Liu; Qiaolin Xie; Hao Yu; Jinmin Lian; Ping Wen; Fang Zhang; Hui Li; Yongli Zeng; Zijun Xiong; Shiping Liu; Long Zhou; Zhiyong Huang; Na An; Jie Wang; Qiumei Zheng; Yingqi Xiong; Guangbiao Wang; Bo Wang; Jingjing Wang; Yu Fan; Rute R. da Fonseca; Alonzo Alfaro‐Núñez; Mikkel Schubert; Ludovic Orlando; Tobias Mourier; Jason T. Howard; Ganeshkumar Ganapathy; Andreas R. Pfenning; Osceola Whitney; Miriam Rivas; Erina Hara; Julia Smith; Marta Farré; Jitendra Narayan; Gancho Slavov; Michael N Romanov; Rui Borges; João Paulo Machado; Imran Khan; Mark S. Springer; John Gatesy; Federico G. Hoffmann; Juan C. Opazo; Olle Håstad; Roger H. Sawyer; Heebal Kim; Kyu-Won Kim; Hyeon Jeong Kim; Seoae Cho; Ning Li; Yinhua Huang; Michael W. Bruford; Xiangjiang Zhan; Andrew Dixon; Mads F. Bertelsen; Elizabeth P. Derryberry; Wesley C. Warren; Richard K. Wilson; Shengbin Li; David A. Ray; Richard E. Green; Stephen J. O'Brien; Darren Griffin; Warren E. Johnson; David Haussler; Oliver A. Ryder; Eske Willerslev; Gary R. Graves; Per Alström; Jon Fjeldså; David P. Mindell; Scott V. Edwards; Edward L. Braun; Carsten Rahbek; David W. Burt; Peter Houde; Yong Zhang,"University of Copenhagen; China National GeneBank; Natural History Museum Aarhus; University of London; Royal Veterinary College; Seoul National University; University of Nebraska-Lincoln; Universidade do Porto; University of South Carolina; Montclair State University; Uppsala University; The University of Sydney; Duke-NUS Medical School; University of California, Berkeley; Wuhan University; South China University of Technology; Macau University of Science and Technology; King Abdulaziz University; Chinese University of Hong Kong, Shenzhen; University of Chinese Academy of Sciences; University of Hong Kong; Kunming Institute of Zoology; Chinese Academy of Sciences; Howard Hughes Medical Institute; Duke Medical Center; Duke University Hospital; Aberystwyth University; Institute of Biological, Environmental and Rural Sciences; University of Kent; University of California, Riverside; Mississippi State University; Austral University of Chile; Swedish University of Agricultural Sciences; China Agricultural University; Cardiff University; Institute of Zoology; International Wildlife Consultants (United Kingdom); Copenhagen Zoo; Tulane University; Louisiana State University; Houston Museum of Natural Science; Washington University in St. Louis; Xi'an Jiaotong University; University of California, Santa Cruz; St Petersburg University; Nova Southeastern University; Smithsonian Conservation Biology Institute; National Zoological Park; San Diego Zoo Institute for Conservation Research; National Museum of Natural History; Swedish Species Information Centre; University of California, San Francisco; Harvard University; University of Florida; Imperial College London; Roslin Institute; New Mexico State University",218,1155.0,41.4,0.99921009,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,journal,False,English,DK; CN; GB; KR; US; PT; SE; AU; SG; MO; SA; HK; CL; RU,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2142657063,https://doi.org/10.1186/1471-2164-8-121,Genome evolution in major Escherichia coli O157:H7 lineages,BioMed Central,2007,article,BMC Genomics,Yongxiang Zhang; Chad Laing; Marina Steele; Kim Ziebell; Roger P. Johnson; Andrew K. Benson; Eduardo N. Taboada; Victor P. J. Gannon,Health Canada; Canadian Food Inspection Agency; Public Health Agency of Canada; University of Nebraska-Lincoln,55,159.0,10.708,0.98878282,Escherichia coli research studies,Endocrinology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,CA; US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2098704509,https://doi.org/10.1093/jhered/esm073,The Origins of Genome Architecture,Oxford University Press,2007,article,Journal of Heredity,Hussein Abdel‐Haleem,University of Georgia; Applied Genetic Technologies (United States),9,1150.0,33.8373,0.99850296,Evolution and Genetic Dynamics,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2135123683,https://doi.org/10.1007/978-3-642-86659-3,Evolution by Gene Duplication,null/unknown,1970,book chapter,null/unknown,Susumu Ohno,City Of Hope National Medical Center,0,5729.0,25.9842,0.98876404,Origins and Evolution of Life,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,False,closed,null/unknown,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2045040686,https://doi.org/10.1126/science.1072047,Recent Segmental Duplications in the Human Genome,American Association for the Advancement of Science,2002,article,Science,Jeffrey A. Bailey; Zhiping Gu; Royden A. Clark; Knut Reinert; Rhea U. Vallente; Stuart Schwartz; Mark D. Adams; Eugene W. Myers; Peter W. Li; Evan E. Eichler,University Hospitals of Cleveland; Center for Human Genetics; Case Western Reserve University,16,1392.0,53.0799,0.9996066,Genomic variations and chromosomal abnormalities,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2041624900,https://doi.org/10.1371/journal.pone.0000085,The Evolution of Mammalian Gene Families,Public Library of Science,2006,article,PLoS ONE,Jeffery P. Demuth; Tijl De Bie; Jason Stajich; Nello Cristianini; Matthew W. Hahn,"Indiana University Bloomington; University of Southampton; Duke University; University of California, Davis",64,392.0,11.042,0.99095977,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,US; GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2019591778,https://doi.org/10.1126/science.290.5494.1151,The Evolutionary Fate and Consequences of Duplicate Genes,American Association for the Advancement of Science,2000,other,Science,Michael Lynch; John S. Conery,University of Oregon,37,5216.0,35.5749,0.99929342,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,Semantic Scholar,null/unknown,https://doi.org/10.1002/9780470015902.A0020834.PUB2,Biased Gene Conversion and Its Impact on Genome Evolution,null/unknown,2014,null/unknown,null/unknown,Claude Bhérer; Adam Auton,null/unknown,41,1.0,null/unknown,null/unknown,Biology,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2045391589,https://doi.org/10.1038/scientificamerican1179-98,The Neutral Theory of Molecular Evolution,Springer,1979,article,Scientific American,Motoo Kimura,null/unknown,0,7811.0,169.508,0.99895616,Evolution and Science Education,History and Philosophy of Science,Arts and Humanities,Social Sciences,False,closed,journal,False,English,null/unknown,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2107934935,https://doi.org/10.1038/nature01025,"Molecular evolution of FOXP2, a gene involved in speech and language",Nature,2002,article,Nature,Wolfgang Enard; Molly Przeworski; Simon E. Fisher; Cecilia Lai; Victor Wiebe; Takashi Kitano; Anthony P. Monaco; Svante Pääbo,Max Planck Society; Max Planck Institute for Evolutionary Anthropology; Centre for Human Genetics; University of Oxford,31,1596.0,32.7156,0.99837328,Cancer-related molecular mechanisms research,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,journal,False,English,DE; GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2102163928,https://doi.org/10.1038/nature10944,The genomic basis of adaptive evolution in threespine sticklebacks,Nature,2012,article,Nature,Felicity C. Jones; Manfred Grabherr; Yingguang Frank Chan; Pamela Russell; Evan Mauceli; Jeremy Johnson; Ross Swofford; Mono Pirun; Michael C. Zody; Simon White; Ewan Birney; Stephen M. J. Searle; Jeremy Schmutz; Jane Grimwood; Mark Dickson; R Myers; Craig T. Miller; Brian R. Summers; Anne K. Knecht; Shannon D. Brady; Haili Zhang; Alex A. Pollen; Timothy R. Howes; Chris T. Amemiya; Eric S. Lander; Federica Di Palma; Kerstin Lindblad‐Toh; David M. Kingsley,Stanford University; Broad Institute; Uppsala University; Science for Life Laboratory; Wellcome Sanger Institute; European Bioinformatics Institute; Wellcome Trust; HudsonAlpha Institute for Biotechnology; Benaroya Research Institute; Howard Hughes Medical Institute,58,1917.0,97.5053,0.9997887,Evolution and Genetic Dynamics,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; SE; GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4298026033,https://doi.org/10.17615/txak-zc02,The Genome of the Sea Urchin Strongylocentrotus purpuratus,University College London,2020,article,UCL Discovery (University College London),M. I. Arnone; R. A. Cameron; R. C. Angerer; W. Hlavina; Kathleen Foltz; J. A. Coffman; R. O. Hynes; R. L. Morris; L. M. Angerer; E. H Davidson; C. G. Elsik; Maurice R. Elphick; E. Sodergren; J. P. Rast; A. Hamdoun; G. Wray; L. C. Smith; O. Ermolaeva; V. D. Vacquier; L. Zhang; D. R. McClay; R. D. Burke; G. M. Wessel; M. Dean; R. A. Gibbs; W. H. Klein; W. Marzluff; A. Mushegian; M.C. Thorndyke; Charles A. Ettensohn; D. R. Burgess; George M. Weinstock,null/unknown,0,81.0,3.3609,0.91867383,Marine and coastal plant biology,Oceanography,Earth and Planetary Sciences,Physical Sciences,True,green,repository,False,English,null/unknown,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2581817305,null/unknown,Genome sequence of the nematode C. elegans: a platform for investigating biology.,null/unknown,1998,article,null/unknown,James Mussell,null/unknown,0,183.0,1.6728,0.85233645,"Genetics, Aging, and Longevity in Model Organisms",Aging,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,null/unknown,False,English,null/unknown,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4253571091,https://doi.org/10.1201/9781439845523-7,Arabidopsis Genome Initiative,null/unknown,2010,book chapter,Science Publishers eBooks,Ramesh Katam; Dilip R. Panthee; Evelina Y. Basenko; Rajib Bandopadhyay; S. Reddy Basha; Kokiladevi Eswaran; Chittaranjan Kole,null/unknown,63,10.0,0.7459,0.81993818,Plant Molecular Biology Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,False,closed,ebook platform,False,English,null/unknown,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2141652419,https://doi.org/10.1126/science.287.5461.2185,The Genome Sequence of <i>Drosophila melanogaster</i>,American Association for the Advancement of Science,2000,article,Science,Mark D. Adams; S Celniker; Robert A. Holt; Cheryl Evans; Jeannine D. Gocayne; Peter G. Amanatides; Steven E. Scherer; Peter W. Li; Roger A. Hoskins; Richard F. Galle; Reed George; Suzanna Lewis; Stephen M. Richards; Michael Ashburner; Scott N. Henderson; Granger G. Sutton; Jennifer R. Wortman; Mark Yandell; Qing Zhang; Lin X. Chen; Rhonda Brandon; Yu-Hui C. Rogers; Robert G. Blazej; Mark Champe; Barret D. Pfeiffer; Kenneth H. Wan; Clare Doyle; Evan G. Baxter; Gregg Helt; Catherine R. Nelson; George L. Gabor; Miklós; Josep F. Abril; Anna Agbayani; Hui-Jin An; Cynthia Andrews‐Pfannkoch; Danita Baldwin; Richard M. Ballew; Anand Basu; James Baxendale; Leyla Bayraktaroglu; Ellen M. Beasley; Karen Beeson; Panayiotis V. Benos; Benjamin P. Berman; Deepali Bhandari; Slava Bolshakov; Dana Borkova; Michael R. Botchan; John Bouck; Peter Brokstein; Phillipe Brottier; Kenneth C. Burtis; Dana Busam; H. Butler; Édouard Cadieu; Ishwar Chandra; J. Michael Cherry; Simon Cawley; Carl Dahlke; Lionel B. Davenport; Peter L. Davies; Beatriz de Pablos; Arthur L. Delcher; Zuoming Deng; Anne Deslattes Mays; Ian Dew; Suzanne M. Dietz; Kristina Dodson; Lisa Doup; Michael Downes; Shannon Dugan-Rocha; Boris C. Dunkov; Patrick Dunn; Kenneth J. Durbin; Carlos Evangelista; Concepción Ferraz; Steven Ferriera; Wolfgang Fleischmann; Carl Fosler; Andrei Gabrielian; Neha Garg; William M Gelbart; Ken Glasser; Anna Glodek; Fangcheng Gong; James H. Gorrell; Zhiping Gu; Ping Guan; Michael A. Harris; Nomi L. Harris; Damon A. Harvey; Thomas J. Heiman; Judith Hernandez; Jarrett Houck; Damon Hostin; Kathryn A. Houston; Timothy J. Howland; Ming-Hui Wei; Chinyere Ibegwam,"Lawrence Berkeley National Laboratory; Baylor College of Medicine; Baylor Genetics; University of California, Berkeley; European Bioinformatics Institute; China Construction Eighth Engineering Division (China); Pacific Engineering (United States); Municipal Institute for Medical Research; Harvard University; Washington University in St. Louis; FORTH Institute of Molecular Biology and Biotechnology; European Molecular Biology Organization; European Molecular Biology Laboratory; Genoscope; University of California, Davis; University of Cambridge; Centre National de la Recherche Scientifique; Université de Rennes; Palo Alto University; Stanford University; Centro de Biología Molecular Severo Ochoa; Salk Institute for Biological Studies; Torrey Pines Institute For Molecular Studies; University of Arizona; Arizona Science Center; Université de Montpellier; Institut de Génétique Humaine",76,6008.0,216.6383,0.99999005,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US; GB; CN; ES; GR; DE; FR,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4231413018,https://doi.org/10.1038/news020722-10,Whole-genome shotgun assembly and analysis of the genome of Fugu rubripes,Nature,2002,article,Nature,null/unknown,null/unknown,1,109.0,4.004,0.94693298,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,null/unknown,False
